time,pm2_5,pm10
2026-09-21 05:00:00,17.8,18.5
2026-09-21 06:00:00,24.5,25.6
2026-09-21 07:00:00,8.0,8.3
2026-09-21 08:00:00,5.0,5.0
2026-09-21 09:00:00,5.0,5.0
2026-09-21 10:00:00,5.2,5.2
2026-09-21 11:00:00,5.3,5.3
2026-09-21 12:00:00,5.5,5.5
2026-09-21 13:00:00,5.8,5.9
2026-09-21 14:00:00,6.8,6.8
2026-09-21 15:00:00,7.1,7.1
2026-09-21 16:00:00,8.5,8.5
2026-09-21 17:00:00,8.6,8.6
2026-09-21 18:00:00,17.3,17.3
2026-09-21 19:00:00,26.6,26.8
2026-09-21 20:00:00,34.1,35.0
2026-09-21 21:00:00,40.3,41.2
2026-09-21 22:00:00,44.2,45.3
2026-09-21 23:00:00,44.6,45.6
