time,pm2_5,pm10,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m
2026-09-11 20:00:00,23.3,23.5,21.3,98,0.0,1.8
2026-09-11 21:00:00,27.2,27.3,21.1,98,0.0,3.2
2026-09-11 22:00:00,29.7,29.8,20.6,99,0.0,4.7
2026-09-11 23:00:00,30.2,30.4,21.4,99,0.0,4.2
2026-09-12 00:00:00,30.9,31.1,20.4,91,0.1,8.5
2026-09-12 01:00:00,31.9,32.2,19.8,94,0.3,5.8
2026-09-12 02:00:00,31.7,32.0,19.1,98,0.1,7.2
2026-09-12 03:00:00,31.1,31.3,18.8,100,0.3,5.3
2026-09-12 04:00:00,31.4,31.8,18.6,100,0.0,4.3
2026-09-12 05:00:00,33.9,34.2,19.8,100,0.0,3.1
2026-09-12 06:00:00,39.3,39.7,20.0,100,0.0,4.5
2026-09-12 07:00:00,18.7,18.8,22.0,88,0.0,2.2
2026-09-12 08:00:00,11.4,11.4,23.7,80,0.0,1.3
2026-09-12 09:00:00,9.1,9.1,25.2,74,0.0,1.9
2026-09-12 10:00:00,8.1,8.2,26.8,66,0.0,1.3
2026-09-12 11:00:00,7.7,7.7,26.8,67,0.1,2.0
2026-09-12 12:00:00,7.3,7.3,26.3,70,0.4,2.8
2026-09-12 13:00:00,6.7,6.8,25.5,75,0.2,4.0
2026-09-12 14:00:00,6.8,6.8,24.6,82,0.2,3.9
2026-09-12 15:00:00,8.0,8.1,23.9,86,0.2,3.1
2026-09-12 16:00:00,9.3,9.4,22.7,88,0.5,0.6
2026-09-12 17:00:00,11.3,11.5,21.8,91,2.0,2.7
2026-09-12 18:00:00,20.4,20.5,20.9,100,1.6,0.4
2026-09-12 19:00:00,26.7,26.7,20.6,100,0.3,4.8
2026-09-12 20:00:00,22.1,22.2,20.6,99,0.2,5.1
2026-09-12 21:00:00,17.1,17.2,20.3,100,0.0,5.2
2026-09-12 22:00:00,17.7,17.8,20.1,100,0.0,5.2
2026-09-12 23:00:00,18.7,18.8,20.8,99,0.0,5.8
2026-09-13 00:00:00,20.5,20.6,20.0,100,1.1,5.0
2026-09-13 01:00:00,22.2,22.4,19.8,100,0.9,2.2
2026-09-13 02:00:00,23.3,23.4,19.6,100,0.5,3.3
2026-09-13 03:00:00,24.6,24.7,19.5,100,0.2,3.3
2026-09-13 04:00:00,26.1,26.3,19.7,100,0.1,3.8
2026-09-13 05:00:00,23.7,23.7,20.3,98,0.1,3.0
2026-09-13 06:00:00,24.6,24.7,20.2,99,0.0,3.9
2026-09-13 07:00:00,19.5,19.7,21.1,96,0.0,4.5
2026-09-13 08:00:00,15.7,16.1,22.0,89,0.0,4.7
2026-09-13 09:00:00,11.9,12.3,23.3,83,0.0,4.9
2026-09-13 10:00:00,8.6,9.0,25.3,74,0.0,3.5
2026-09-13 11:00:00,7.0,7.5,25.2,75,0.0,4.5
2026-09-13 12:00:00,6.6,7.2,26.8,70,0.8,2.3
2026-09-13 13:00:00,6.4,7.1,25.4,75,1.2,4.5
2026-09-13 14:00:00,8.2,8.8,22.0,89,7.7,1.1
2026-09-13 15:00:00,10.0,10.7,21.9,93,2.2,2.3
2026-09-13 16:00:00,10.5,11.2,22.0,92,0.9,3.8
2026-09-13 17:00:00,10.4,11.1,21.1,94,0.7,3.6
2026-09-13 18:00:00,15.9,16.6,20.7,97,0.4,2.9
2026-09-13 19:00:00,22.0,22.6,20.6,98,0.1,1.5
2026-09-13 20:00:00,26.5,27.2,20.6,98,0.0,3.1
2026-09-13 21:00:00,27.2,27.9,20.4,94,0.2,4.4
2026-09-13 22:00:00,24.8,25.5,20.1,98,0.8,2.1
2026-09-13 23:00:00,25.1,25.8,20.3,91,0.4,2.8
2026-09-14 00:00:00,25.7,26.4,20.1,94,1.3,1.8
2026-09-14 01:00:00,26.3,27.0,20.0,97,0.5,1.5
2026-09-14 02:00:00,26.3,27.0,20.0,93,0.3,1.1
2026-09-14 03:00:00,27.0,27.7,19.8,97,0.3,1.7
2026-09-14 04:00:00,27.0,27.7,19.7,99,0.4,2.3
2026-09-14 05:00:00,21.2,21.9,19.9,98,0.4,2.8
2026-09-14 06:00:00,25.4,26.1,19.8,99,0.2,2.7
2026-09-14 07:00:00,19.7,20.3,20.3,97,0.0,2.5
2026-09-14 08:00:00,14.6,15.3,21.9,87,0.0,3.2
2026-09-14 09:00:00,13.0,13.7,24.0,76,0.0,3.6
2026-09-14 10:00:00,13.6,14.6,25.7,71,0.0,1.3
2026-09-14 11:00:00,12.1,13.0,25.1,70,0.0,2.5
2026-09-14 12:00:00,12.6,13.4,23.5,80,1.9,6.7
2026-09-14 13:00:00,12.6,13.4,23.4,80,1.6,5.0
2026-09-14 14:00:00,13.0,13.6,24.4,75,0.2,2.2
2026-09-14 15:00:00,13.2,13.7,21.6,86,1.4,5.7
2026-09-14 16:00:00,15.0,15.5,21.0,95,1.9,3.9
2026-09-14 17:00:00,16.7,17.3,21.0,93,0.8,2.4
2026-09-14 18:00:00,12.8,13.2,20.0,96,0.6,4.3
2026-09-14 19:00:00,21.1,21.5,19.6,100,0.2,0.0
2026-09-14 20:00:00,30.7,31.2,19.6,99,0.0,2.0
2026-09-14 21:00:00,38.6,39.3,19.5,99,0.0,1.4
2026-09-14 22:00:00,45.1,45.9,19.4,100,0.0,1.5
2026-09-14 23:00:00,46.8,47.6,19.7,98,0.0,2.1
2026-09-15 00:00:00,48.9,49.7,19.2,99,0.0,1.7
2026-09-15 01:00:00,50.2,50.9,18.8,100,0.0,1.0
2026-09-15 02:00:00,48.5,49.1,18.5,100,0.0,1.9
2026-09-15 03:00:00,46.4,47.0,18.4,100,0.0,3.7
2026-09-15 04:00:00,46.1,46.7,18.5,98,0.0,2.1
2026-09-15 05:00:00,48.1,48.8,19.2,98,0.3,2.7
2026-09-15 06:00:00,49.7,50.4,19.4,99,0.2,5.0
2026-09-15 07:00:00,28.3,28.9,20.7,92,0.2,1.2
2026-09-15 08:00:00,21.1,21.7,21.8,86,0.6,0.7
2026-09-15 09:00:00,17.9,18.5,23.7,80,0.2,1.8
2026-09-15 10:00:00,18.7,19.2,25.3,72,0.1,4.8
2026-09-15 11:00:00,17.8,18.3,25.9,63,1.3,8.0
2026-09-15 12:00:00,16.3,16.6,26.2,61,0.0,8.7
2026-09-15 13:00:00,15.3,15.6,25.8,64,0.1,7.9
2026-09-15 14:00:00,13.6,13.9,25.5,68,0.3,8.2
2026-09-15 15:00:00,13.9,14.2,24.6,71,0.2,6.9
2026-09-15 16:00:00,13.6,13.9,23.0,78,0.9,5.6
2026-09-15 17:00:00,11.1,11.3,21.4,91,0.2,4.0
2026-09-15 18:00:00,17.7,17.9,20.8,95,0.1,1.7
2026-09-15 19:00:00,22.6,22.8,20.4,99,0.0,3.2
2026-09-15 20:00:00,26.7,26.9,20.1,99,0.0,2.8
2026-09-15 21:00:00,29.0,29.3,19.8,100,0.0,1.8
2026-09-15 22:00:00,25.9,26.1,19.6,99,0.0,1.7
2026-09-15 23:00:00,24.2,24.4,20.2,96,0.2,4.5
2026-09-16 00:00:00,23.3,23.5,19.5,99,0.1,1.1
2026-09-16 01:00:00,24.4,24.6,19.5,98,0.1,0.4
2026-09-16 02:00:00,25.0,25.1,19.2,98,0.0,1.4
2026-09-16 03:00:00,26.0,26.1,19.0,99,0.0,3.5
2026-09-16 04:00:00,27.0,27.2,18.7,98,0.0,3.8
2026-09-16 05:00:00,28.8,29.2,18.7,99,0.0,1.2
2026-09-16 06:00:00,38.2,38.5,18.9,98,0.0,2.0
2026-09-16 07:00:00,22.8,23.2,20.3,91,0.0,1.1
2026-09-16 08:00:00,20.0,20.4,21.9,83,0.0,1.9
2026-09-16 09:00:00,17.1,17.6,23.3,76,0.0,3.3
2026-09-16 10:00:00,17.1,17.8,24.5,69,0.2,6.4
2026-09-16 11:00:00,17.8,18.5,25.7,58,0.3,9.8
2026-09-16 12:00:00,18.2,19.0,25.2,63,0.6,9.2
2026-09-16 13:00:00,17.8,18.5,25.3,63,0.3,8.3
2026-09-16 14:00:00,17.7,18.3,24.9,65,0.4,7.6
2026-09-16 15:00:00,18.0,18.6,23.2,77,0.3,6.7
2026-09-16 16:00:00,18.2,18.8,21.7,88,0.1,5.0
2026-09-16 17:00:00,13.9,14.2,20.9,91,0.1,6.1
2026-09-16 18:00:00,19.5,19.8,19.7,98,0.0,1.3
2026-09-16 19:00:00,28.1,28.4,19.5,100,0.0,2.8
2026-09-16 20:00:00,37.7,38.1,19.4,100,0.0,2.7
2026-09-16 21:00:00,41.9,42.3,19.3,100,0.0,2.8
2026-09-16 22:00:00,42.8,43.2,19.1,99,0.0,2.2
2026-09-16 23:00:00,41.6,41.9,20.2,96,0.0,2.2
2026-09-17 00:00:00,43.5,43.9,19.5,98,0.0,1.1
2026-09-17 01:00:00,45.2,45.5,18.8,100,0.0,2.6
2026-09-17 02:00:00,45.9,46.2,18.2,100,0.0,2.7
2026-09-17 03:00:00,48.1,48.4,17.8,100,0.0,1.9
2026-09-17 04:00:00,39.6,39.8,17.4,100,0.0,3.1
2026-09-17 05:00:00,39.8,40.0,18.9,100,0.0,3.9
2026-09-17 06:00:00,53.0,53.2,19.1,98,0.0,3.3
2026-09-17 07:00:00,26.5,27.1,21.1,92,0.0,0.3
2026-09-17 08:00:00,19.6,20.1,22.4,85,0.0,3.3
2026-09-17 09:00:00,17.6,18.2,23.8,79,0.0,4.4
2026-09-17 10:00:00,17.0,17.6,24.7,74,0.0,5.2
2026-09-17 11:00:00,16.4,17.0,24.7,69,0.0,6.6
2026-09-17 12:00:00,16.5,17.1,24.5,67,0.5,7.3
2026-09-17 13:00:00,16.6,17.2,24.8,71,0.3,4.3
2026-09-17 14:00:00,17.1,17.7,24.2,72,0.2,7.1
2026-09-17 15:00:00,18.6,19.1,24.0,73,0.3,7.6
2026-09-17 16:00:00,19.7,20.3,22.4,84,0.3,7.6
2026-09-17 17:00:00,28.2,28.9,21.9,85,0.0,6.0
2026-09-17 18:00:00,35.9,36.7,21.0,91,0.0,3.2
2026-09-17 19:00:00,45.9,46.7,20.7,92,0.0,0.0
2026-09-17 20:00:00,52.9,53.7,20.4,96,0.0,2.7
2026-09-17 21:00:00,50.4,51.3,20.0,97,0.0,3.5
2026-09-17 22:00:00,45.9,46.8,19.2,100,0.3,5.2
2026-09-17 23:00:00,46.3,47.3,20.0,96,0.4,1.8
2026-09-18 00:00:00,48.0,48.8,19.4,98,0.0,1.7
2026-09-18 01:00:00,49.6,50.4,19.2,99,0.0,2.2
2026-09-18 02:00:00,51.1,51.9,19.2,98,0.0,1.7
2026-09-18 03:00:00,52.3,53.1,18.8,100,0.0,3.4
2026-09-18 04:00:00,52.4,53.2,18.4,100,0.0,3.9
2026-09-18 05:00:00,35.7,36.7,19.1,99,0.0,0.4
2026-09-18 06:00:00,29.7,30.4,19.6,97,0.0,3.6
2026-09-18 07:00:00,24.2,25.0,21.3,88,0.0,4.3
2026-09-18 08:00:00,15.1,15.8,23.2,78,0.0,2.9
2026-09-18 09:00:00,14.0,14.6,24.6,71,0.0,0.2
2026-09-18 10:00:00,13.4,14.1,26.0,67,0.0,1.4
2026-09-18 11:00:00,13.0,13.7,25.3,68,0.4,4.5
2026-09-18 12:00:00,14.3,15.0,23.5,74,1.1,4.7
2026-09-18 13:00:00,15.5,16.1,24.9,71,0.5,4.9
2026-09-18 14:00:00,16.0,16.6,21.5,86,1.7,5.5
2026-09-18 15:00:00,14.7,15.2,22.2,84,0.6,3.2
2026-09-18 16:00:00,10.6,11.0,22.2,85,0.1,3.5
2026-09-18 17:00:00,24.2,25.2,21.1,91,0.2,4.9
2026-09-18 18:00:00,26.5,27.4,20.3,97,0.1,2.8
2026-09-18 19:00:00,35.6,36.4,20.1,98,0.0,0.9
2026-09-18 20:00:00,46.8,47.7,19.7,100,0.0,0.4
2026-09-18 21:00:00,57.2,58.1,19.9,100,0.0,1.7
2026-09-18 22:00:00,54.2,55.3,20.0,100,0.0,3.5
2026-09-18 23:00:00,51.8,53.0,20.0,99,0.0,2.7
2026-09-19 00:00:00,47.8,48.9,19.5,99,0.0,3.7
2026-09-19 01:00:00,33.8,34.8,19.7,98,0.0,3.9
2026-09-19 02:00:00,25.3,26.2,19.6,98,0.0,3.1
2026-09-19 03:00:00,20.9,21.6,19.4,96,0.0,2.7
2026-09-19 04:00:00,20.0,20.6,19.4,96,0.0,2.4
2026-09-19 05:00:00,22.2,22.9,18.8,99,0.0,3.6
2026-09-19 06:00:00,24.2,24.9,18.9,98,0.2,3.0
2026-09-19 07:00:00,17.6,18.1,19.9,93,0.0,4.4
2026-09-19 08:00:00,14.1,14.4,21.6,84,0.0,3.8
2026-09-19 09:00:00,12.2,12.5,22.9,77,0.1,4.3
2026-09-19 10:00:00,11.5,11.7,24.6,68,0.1,2.4
2026-09-19 11:00:00,11.7,12.1,24.6,70,0.2,4.4
2026-09-19 12:00:00,11.8,12.4,24.1,72,1.8,6.1
2026-09-19 13:00:00,12.8,13.6,23.4,77,2.2,3.1
2026-09-19 14:00:00,14.8,15.7,24.3,72,0.6,2.4
2026-09-19 15:00:00,14.9,15.8,23.6,74,0.2,4.6
2026-09-19 16:00:00,15.0,15.8,22.7,83,0.7,2.5
2026-09-19 17:00:00,18.5,19.0,22.4,83,0.1,4.2
2026-09-19 18:00:00,29.0,29.6,21.4,92,0.0,1.3
2026-09-19 19:00:00,36.8,37.3,20.9,94,0.0,1.1
2026-09-19 20:00:00,41.4,41.9,20.4,97,0.0,1.4
2026-09-19 21:00:00,44.8,45.4,19.9,100,0.0,2.0
2026-09-19 22:00:00,46.8,47.3,19.6,100,0.0,2.1
2026-09-19 23:00:00,46.7,47.1,20.1,99,0.0,3.3
2026-09-20 00:00:00,46.1,46.6,19.3,100,0.0,4.8
2026-09-20 01:00:00,45.3,45.8,18.8,100,0.0,5.2
2026-09-20 02:00:00,44.0,44.4,18.6,99,0.0,5.2
2026-09-20 03:00:00,42.7,43.1,18.3,100,0.0,5.2
2026-09-20 04:00:00,41.6,41.9,17.9,100,0.0,1.8
2026-09-20 05:00:00,48.4,48.8,18.8,100,0.0,3.4
2026-09-20 06:00:00,52.5,53.0,19.2,99,0.0,2.1
2026-09-20 07:00:00,39.7,40.2,22.4,82,0.0,1.2
2026-09-20 08:00:00,25.6,26.1,23.8,75,0.0,1.4
2026-09-20 09:00:00,19.7,20.0,25.5,67,0.0,1.5
2026-09-20 10:00:00,16.2,16.4,26.9,60,0.0,2.6
2026-09-20 11:00:00,14.1,14.3,27.4,59,0.0,5.1
2026-09-20 12:00:00,12.9,13.0,25.3,65,0.3,1.4
2026-09-20 13:00:00,11.9,12.0,23.4,80,1.9,6.0
2026-09-20 14:00:00,11.2,11.3,23.7,79,0.8,2.2
2026-09-20 15:00:00,12.7,12.8,23.7,78,0.2,4.3
2026-09-20 16:00:00,15.1,15.1,23.0,81,0.1,3.7
2026-09-20 17:00:00,22.8,22.9,22.5,89,0.1,3.1
2026-09-20 18:00:00,30.9,31.0,21.2,97,0.0,2.3
2026-09-20 19:00:00,33.9,34.0,20.6,100,0.0,3.1
2026-09-20 20:00:00,35.5,35.6,20.3,100,0.0,4.0
2026-09-20 21:00:00,39.0,39.1,19.9,100,0.0,3.2
2026-09-20 22:00:00,43.9,44.0,19.6,98,0.0,2.9
2026-09-20 23:00:00,47.5,47.6,20.1,99,0.0,3.9
2026-09-21 00:00:00,49.6,49.7,19.7,98,0.0,2.7
2026-09-21 01:00:00,50.4,50.5,19.4,98,0.0,2.1
2026-09-21 02:00:00,50.2,50.3,19.2,98,0.0,2.3
2026-09-21 03:00:00,49.2,49.4,18.9,98,0.0,3.1
2026-09-21 04:00:00,48.3,48.4,18.5,99,0.0,2.9
2026-09-21 05:00:00,17.8,18.5,19.1,100,0.0,0.2
2026-09-21 06:00:00,24.5,25.6,19.3,99,0.0,2.2
2026-09-21 07:00:00,8.0,8.3,21.2,88,0.0,0.8
2026-09-21 08:00:00,5.0,5.0,22.8,79,0.0,2.2
2026-09-21 09:00:00,5.0,5.0,24.3,72,0.0,2.4
2026-09-21 10:00:00,5.2,5.2,25.3,69,0.0,2.2
2026-09-21 11:00:00,5.3,5.3,25.0,72,0.0,7.1
2026-09-21 12:00:00,5.5,5.5,24.9,71,1.3,7.9
2026-09-21 13:00:00,5.8,5.9,25.1,69,1.2,1.6
2026-09-21 14:00:00,6.8,6.8,23.8,75,0.5,3.0
2026-09-21 15:00:00,7.1,7.1,21.2,93,1.9,3.9
2026-09-21 16:00:00,8.5,8.5,21.6,92,0.7,1.8
2026-09-21 17:00:00,8.6,8.6,21.9,86,0.1,3.3
2026-09-21 18:00:00,17.3,17.3,21.2,91,0.0,0.6
2026-09-21 19:00:00,26.6,26.8,20.8,93,0.0,0.4
2026-09-21 20:00:00,34.1,35.0,20.0,98,0.0,1.1
2026-09-21 21:00:00,40.3,41.2,19.8,99,0.0,0.6
2026-09-21 22:00:00,44.2,45.3,19.4,100,0.0,1.2
2026-09-21 23:00:00,44.6,45.6,20.2,99,0.0,3.4
